Parallelise,1000,0.26239813800020784,0,0,0,0
Parallelise,1000,0.26391560299998673,0,0,0,0
Parallelise,1000,0.2712468119989353,0,0,0,0
Parallelise,1000,0.26943903299979866,0,0,0,0
Parallelise,1000,0.273906310001621,0,0,0,0
Parallelise,1000,0.27864789399973233,0,0,0,0
Parallelise,2000,0.6922464509989368,0,0,0,0
Parallelise,2000,0.7215817169999355,0,0,0,0
Parallelise,2000,0.722115856999153,0,0,0,0
Parallelise,2000,0.7021707280000555,0,0,0,0
Parallelise,2000,0.7244961739997962,0,0,0,0
Parallelise,2000,0.7357167709997157,0,0,0,0
Parallelise,2000,0.7004697880001913,0,0,0,0
Parallelise,2000,0.7262061860019458,0,0,0,0
Parallelise,2000,0.7468656729979557,0,0,0,0
Parallelise,2000,0.7437519859995518,0,0,0,0
Parallelise,4000,1.9321278700008406,4,6,-12,21
Parallelise,4000,2.0200119450018974,7,20,-11,7
Parallelise,4000,1.9404334589999053,-8,17,3,5
Parallelise,4000,2.212280757001281,5,-12,7,16
Parallelise,4000,2.8007769260002533,3,6,4,7
Parallelise,4000,2.3048503959980735,5,17,-14,6
Parallelise,4000,2.6198529899993446,5,7,-7,19
Parallelise,4000,2.922335639999801,10,5,16,2
Parallelise,4000,3.3128994289982074,9,-10,16,6
Parallelise,4000,3.5021224450028967,5,-12,5,13
Parallelise,8000,6.5038395340015995,3,6,-18,28
Parallelise,8000,6.530647718998807,3,-16,22,1
Parallelise,8000,6.596052274999238,9,4,5,4
Parallelise,8000,6.548157130000618,3,-16,19,1
Parallelise,8000,6.517243495000002,-10,4,2,22
Parallelise,8000,6.531501053999818,1,21,-11,3
Parallelise,8000,6.572680147000938,5,-10,5,21
Parallelise,8000,6.5467858820011315,-15,19,0,4
Parallelise,8000,6.518543710997619,3,4,3,4
Parallelise,8000,6.608494190000783,5,-14,21,3
Parallelise_Queue,1000,0.06635656200000994,0,0,0,0
Parallelise_Queue,1000,0.05372422599998572,0,0,0,0
Parallelise_Queue,1000,0.05665763199999674,0,0,0,0
Parallelise_Queue,1000,0.06023312799993619,0,0,0,0
Parallelise_Queue,1000,0.052492048999965846,0,0,0,0
Parallelise_Queue,1000,0.06985931099995923,0,0,0,0
Parallelise_Queue,1000,0.05617361599991,0,0,0,0
Parallelise_Queue,1000,0.053227561999960926,0,0,0,0
Parallelise_Queue,1000,0.05467975599992769,0,0,0,0
Parallelise_Queue,1000,0.052427688999955535,0,0,0,0
Parallelise_Queue,2000,0.09510052000007363,0,0,0,0
Parallelise_Queue,2000,0.10069969199992101,0,0,0,0
Parallelise_Queue,2000,0.09652254700006324,0,0,0,0
Parallelise_Queue,2000,0.10057733400003599,0,0,0,0
Parallelise_Queue,2000,0.09909829499997613,0,0,0,0
Parallelise_Queue,2000,0.09895893700002034,0,0,0,0
Parallelise_Queue,2000,0.096968363999963,0,0,0,0
Parallelise_Queue,2000,0.10189762699997118,0,0,0,0
Parallelise_Queue,2000,0.09732211999994433,0,0,0,0
Parallelise_Queue,2000,0.1002026809999279,0,0,0,0
Parallelise_Queue,4000,0.2610841170001095,0,0,0,0
Parallelise_Queue,4000,0.3464860880001197,0,0,0,0
Parallelise_Queue,4000,0.2628242539999519,0,0,0,0
Parallelise_Queue,4000,0.2643872650000958,0,0,0,0
Parallelise_Queue,4000,0.26260713100009525,0,0,0,0
Parallelise_Queue,4000,0.27331704900007026,0,0,0,0
Parallelise_Queue,4000,0.2655957029999172,0,0,0,0
Parallelise_Queue,4000,0.2643866179998895,0,0,0,0
Parallelise_Queue,4000,0.2636802639999587,0,0,0,0
Parallelise_Queue,4000,0.26526744900002086,0,0,0,0
Parallelise_Queue,8000,0.8739610299999185,0,0,0,0
Parallelise_Queue,8000,0.8724639590000152,0,0,0,0
Parallelise_Queue,8000,0.8784565579999253,0,0,0,0
Parallelise_Queue,8000,0.8804991199999677,0,0,0,0
Parallelise_Queue,8000,0.8771882239998376,0,0,0,0
Parallelise_Queue,8000,0.8723209170000246,0,0,0,0
Parallelise_Queue,8000,0.8720744680001644,0,0,0,0
Parallelise_Queue,8000,0.8778018579998843,0,0,0,0
Parallelise_Queue,8000,0.8751199369999085,0,0,0,0
Parallelise_Queue,8000,0.8755472399998325,0,0,0,0
Parallelise_Pool,1000,0.16946770799995647,0,0,0,0
Parallelise_Pool,1000,0.14933179499985272,0,0,0,0
Parallelise_Pool,1000,0.14228877599998668,0,0,0,0
Parallelise_Pool,1000,0.14394346599965502,0,0,0,0
Parallelise_Pool,1000,0.14654887799997596,0,0,0,0
Parallelise_Pool,1000,0.18511927800000194,0,0,0,0
Parallelise_Pool,1000,0.14573105299996314,0,0,0,0
Parallelise_Pool,1000,0.15327713999977277,0,0,0,0
Parallelise_Pool,1000,0.14955079999981535,0,0,0,0
Parallelise_Pool,1000,0.15536794099989493,0,0,0,0
Parallelise_Pool,2000,0.565994789999877,0,0,0,0
Parallelise_Pool,2000,0.6015463329999875,0,0,0,0
Parallelise_Pool,2000,0.5988780679999763,0,0,0,0
Parallelise_Pool,2000,0.594544611999936,0,0,0,0
Parallelise_Pool,2000,0.6045665659999031,0,0,0,0
Parallelise_Pool,2000,0.5660435800000414,0,0,0,0
Parallelise_Pool,2000,0.6150296850000814,0,0,0,0
Parallelise_Pool,2000,0.6016476119998515,0,0,0,0
Parallelise_Pool,2000,0.43906441400031326,0,0,0,0
Parallelise_Pool,2000,0.444451208999908,0,0,0,0
Parallelise_Pool,4000,1.7200059490000967,-7,3,11,5
Parallelise_Pool,4000,1.7082822450001913,-9,14,2,7
Parallelise_Pool,4000,1.7105051819999062,-7,3,12,5
Parallelise_Pool,4000,1.71187025800009,5,3,4,1
Parallelise_Pool,4000,1.7219464400000106,2,6,-7,14
Parallelise_Pool,4000,1.7193191249998563,3,5,0,4
Parallelise_Pool,4000,1.738287451999895,13,-6,6,2
Parallelise_Pool,4000,1.7435885770000823,14,-8,4,2
Parallelise_Pool,4000,1.716234780999912,-5,3,11,6
Parallelise_Pool,4000,1.7271027369997682,-5,12,2,7
Parallelise_Pool,8000,6.7212073269997745,-6,4,12,7
Parallelise_Pool,8000,6.729937136999979,3,2,5,4
Parallelise_Pool,8000,7.311702154000159,-6,5,12,6
Parallelise_Pool,8000,7.1942968769999425,-5,15,4,9
Parallelise_Pool,8000,7.848892108999735,-8,7,3,15
