Serial,1000,2.4380746870010626,2,-5,15,4
Serial,1000,2.4094327650000196,-1,-5,9,18
Serial,1000,2.393620041999384,8,-6,21,8
Serial,1000,2.417753399000503,8,20,7,-6
Serial,1000,2.4023743990001094,7,27,-6,8
Serial,1000,2.389698850998684,26,5,0,6
Serial,1000,2.400107384999501,26,6,7,-4
Serial,1000,2.3853298160011036,8,5,14,1
Serial,1000,2.3927391749984963,18,5,9,6
Serial,1000,2.406888108000203,-1,6,17,7
Serial,2000,9.62671795300048,12,-3,7,9
Serial,2000,9.646871602999454,-6,6,27,9
Serial,2000,9.90372390399898,10,15,7,-7
Serial,2000,9.62175886300065,4,6,7,12
Serial,2000,9.614682096998877,-12,25,7,9
Serial,2000,9.649390483000388,22,5,5,9
Serial,2000,9.598247830999753,26,-9,10,7
Serial,2000,9.608549122000113,8,7,18,-11
Serial,2000,9.681350708000537,25,4,8,-12
Serial,2000,9.618886016000033,9,9,-5,29
Serial,4000,38.54543037900112,9,19,8,-14
Serial,4000,38.49832604100084,6,8,-10,23
Serial,4000,38.52326037400053,2,5,10,8
Serial,4000,38.51471174799917,15,22,10,-8
Serial,4000,38.58860131700021,7,6,8,7
Serial,4000,38.585611081000025,8,2,20,-15
Serial,4000,38.541368002001036,21,5,9,-13
Serial,4000,38.593426522998925,-11,27,9,12
Serial,4000,42.50863360400035,-3,-2,7,-23
Serial,4000,38.6478310450002,16,33,-3,18
Serial,8000,154.4838378229997,-14,21,6,8
Serial,8000,154.5456527539991,6,28,-14,8
Serial,8000,154.187458548,8,-9,9,27
Serial,8000,154.35921789500026,-8,6,21,8
Serial,8000,154.40113531399948,8,-12,24,6
Serial,8000,154.17534516500018,7,22,4,-15
Serial,8000,157.28249423300076,24,17,28,40
Serial,8000,155.35682149999957,14,9,9,9
Serial,8000,155.08133391799856,9,3,8,1
Serial,8000,154.33941520000008,22,5,7,-11
Vectorise,1000,0.07768201299950306,0,0,0,0
Vectorise,1000,0.08050293899941607,0,0,0,0
Vectorise,1000,0.0776467279993085,0,0,0,0
Vectorise,1000,0.07670983900061401,0,0,0,0
Vectorise,1000,0.0796460109995678,0,0,0,0
Vectorise,1000,0.0802367950000189,0,0,0,0
Vectorise,1000,0.07679198699952394,0,0,0,0
Vectorise,1000,0.07955626100010704,0,0,0,0
Vectorise,1000,0.08054354799969587,0,0,0,0
Vectorise,1000,0.08124631700047757,0,0,0,0
Vectorise,2000,0.25561966100030986,0,0,0,0
Vectorise,2000,0.2578403950010397,0,0,0,0
Vectorise,2000,0.25578830699851096,0,0,0,0
Vectorise,2000,0.2556074620006257,0,0,0,0
Vectorise,2000,0.25762129000031564,0,0,0,0
Vectorise,2000,0.2544584040006157,0,0,0,0
Vectorise,2000,0.253688343000249,0,0,0,0
Vectorise,2000,0.27438692999930936,0,0,0,0
Vectorise,2000,0.2593209480000951,0,0,0,0
Vectorise,2000,0.2582374060002621,0,0,0,0
Vectorise,4000,0.9641557760005526,0,0,0,0
Vectorise,4000,0.9676142959997378,0,0,0,0
Vectorise,4000,0.9731451120005659,0,0,0,0
Vectorise,4000,0.9408723880005709,0,0,0,0
Vectorise,4000,0.9873444770000788,0,0,0,0
Vectorise,4000,0.9492827399990347,0,0,0,0
Vectorise,4000,0.9820233669997833,0,0,0,0
Vectorise,4000,0.9824103629998717,0,0,0,0
Vectorise,4000,0.951974354999038,0,0,0,0
Vectorise,4000,0.9861660450005729,0,0,0,0
Vectorise,8000,3.73089227499986,2,16,1,-19
Vectorise,8000,3.7757379869999568,1,17,-13,3
Vectorise,8000,3.789044474999173,2,1,2,-1
Vectorise,8000,3.7703989550009283,2,1,2,0
Vectorise,8000,3.7728872619991307,1,0,5,2
Vectorise,8000,3.7455524529996183,2,0,1,-3
Vectorise,8000,3.66989112400006,-17,21,-1,3
Vectorise,8000,3.7211581009996735,18,2,-12,2
Vectorise,8000,3.7066086209997593,2,3,2,5
Vectorise,8000,3.716697830999692,17,-19,4,0
Parallelise,1000,0.25285366800017073,0,0,0,0
Parallelise,1000,0.259755736000443,0,0,0,0
Parallelise,1000,0.26255527200009965,0,0,0,0
Parallelise,1000,0.2827345299992885,0,0,0,0
